ID	gene_name	Especie	KO	LFC	DE	node_type	top_pathway
YP_001085309.1	A1S_2284	aci	K05365	0.04460310928033806	yes	gene	Peptidoglycan biosynthesis
WP_004147127.1	mrcB	kleb	K05365	3.2239070341632887	yes	gene	Peptidoglycan biosynthesis
NP_253732.1	ponA	pseu	K05366	0.0826830943231478	yes	gene	Peptidoglycan biosynthesis
YP_001086191.1	A1S_3196	aci	K05366	-0.032215950716349084	yes	gene	Peptidoglycan biosynthesis
YP_001086192.1	A1S_3197	aci	K05366	-0.11634518573975505	yes	gene	Peptidoglycan biosynthesis
WP_004150051.1	mrcA	kleb	K05366	2.231657626643094	yes	gene	Peptidoglycan biosynthesis
NP_252692.1	pbpA	pseu	K05515	-0.12752850563743756	yes	gene	Peptidoglycan biosynthesis
YP_001084054.1	A1S_1020	aci	K05515	0.040855248201060235	yes	gene	Peptidoglycan biosynthesis
WP_002894617.1	mrdA	kleb	K05515	1.5475481558491433	yes	gene	Peptidoglycan biosynthesis
WP_025861974.1	mrdA	kleb	K05515	1.5475481558491433	yes	gene	Peptidoglycan biosynthesis
NP_252691.1	rodA	pseu	K05837	0.2689659406661793	yes	gene	Peptidoglycan biosynthesis
YP_001085339.1	A1S_2315	aci	K05837	-0.06481412911348272	yes	gene	Peptidoglycan biosynthesis
WP_002894613.1	mrdB	kleb	K05837	1.762645065358175	yes	gene	Peptidoglycan biosynthesis
NP_250649.1	bacA	pseu	K06153	-0.3062018035490386	yes	gene	Peptidoglycan biosynthesis
YP_001085782.1	A1S_2768	aci	K06153	-0.1813971227726281	yes	gene	Peptidoglycan biosynthesis
WP_004144532.1	bacA	kleb	K06153	1.122520841723011	yes	gene	Peptidoglycan biosynthesis
NP_251496.1	PA2806	pseu	K06879	-0.17448770160628335	yes	gene	Folate biosynthesis
YP_001085337.1	queF	aci	K06879	-0.217405476115335	yes	gene	Folate biosynthesis
WP_025861016.1	queF	kleb	K06879	2.4430528003274707	yes	gene	Folate biosynthesis
NP_249667.1	PA0976	pseu	K06920	-0.3878860989826336	yes	gene	Folate biosynthesis
YP_001085561.1	A1S_2542	aci	K06920	-0.04961579223647128	yes	gene	Folate biosynthesis
WP_002891863.1	queC	kleb	K06920	2.0654657376011683	yes	gene	Folate biosynthesis
NP_252688.1	dacC	pseu	K07258	0.495106693299995	yes	gene	Peptidoglycan biosynthesis
YP_001085455.1	A1S_2435	aci	K07258	-0.26711464936755114	yes	gene	Peptidoglycan biosynthesis
YP_001085499.1	A1S_2479	aci	K07258	-0.14668952082360498	yes	gene	Peptidoglycan biosynthesis
WP_004893232.1	dacC	kleb	K07258	1.433898778195223	yes	gene	Peptidoglycan biosynthesis
NP_251737.1	PA3047	pseu	K07259	0.16194547748262167	yes	gene	Peptidoglycan biosynthesis
WP_004149937.1	dacB	kleb	K07259	1.3524984750534497	yes	gene	Peptidoglycan biosynthesis
NP_252246.1	arnT	pseu	K07264	0.6025162407031033	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_021469880.1	arnT	kleb	K07264	2.6342823647586737	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_252129.1	folX	pseu	K07589	0.1325526057808375	yes	gene	Folate biosynthesis
WP_002913200.1	folX	kleb	K07589	1.1285226680663794	yes	gene	Folate biosynthesis
NP_249871.1	phoQ	pseu	K07637	0.48821649421906343	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_004147969.1	phoQ	kleb	K07637	2.1712110276212675	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_251894.1	PA3204	pseu	K07662	0.19823053772596388	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_002882901.1	cpxR	kleb	K07662	1.36691911925272	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_252242.1	arnB	pseu	K07806	0.3403801706887215	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_002921037.1	arnB	kleb	K07806	2.5749150262473535	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_254226.1	PA5539	pseu	K09007	-0.14138006364060196	yes	gene	Folate biosynthesis
WP_000020322.1	folE2	kleb	K09007	1.0851828769341418	yes	gene	Folate biosynthesis
WP_004150724.1	folE2	kleb	K09007	1.0851828769341418	yes	gene	Folate biosynthesis
NP_252244.1	arnA	pseu	K10011	0.5877123960748101	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_004150093.1	arnA	kleb	K10011	3.275643490448493	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_252243.1	arnC	pseu	K10012	0.4324668506551905	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_002921035.1	arnC	kleb	K10012	2.915837629206714	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_249666.1	PA0975	pseu	K10026	-0.6307608956959694	yes	gene	Folate biosynthesis
YP_001085559.1	A1S_2540	aci	K10026	0.004164707230327025	yes	gene	Folate biosynthesis
YP_001085560.1	A1S_2541	aci	K10026	-0.12111937475882328	yes	gene	Folate biosynthesis
WP_025861022.1	queE	kleb	K10026	1.7781835653043787	yes	gene	Folate biosynthesis
NP_252833.1	PA4144	pseu	K12340	-0.03756217095178904	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_253282.1	PA4592	pseu	K12340	0.2627848267229975	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_253661.1	PA4974	pseu	K12340	-0.025432490378351602	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
YP_001083332.1	A1S_0255	aci	K12340	-0.1247307904242625	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
YP_001085638.1	A1S_2619	aci	K12340	-0.10492111863001163	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_032443945.1	tolC	kleb	K12340	1.6919160646543148	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_252247.1	arnE	pseu	K12962	0.7102889775107766	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_002920864.1	arnE	kleb	K12962	1.8177242093885386	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_252248.1	arnF	pseu	K12963	0.7678370834390265	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_002920863.1	arnF	kleb	K12963	2.417660247056624	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_252245.1	arnD	pseu	K13014	0.6834458035963067	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_004188275.1	arnD	kleb	K13014	3.901209569195946	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_252127.1	folM	pseu	K13938	-0.02857803939687109	yes	gene	Folate biosynthesis
WP_015874751.1	folM	kleb	K13938	-1.5283208335737186	yes	gene	Folate biosynthesis
NP_249117.1	mexB	pseu	K18138	0.5229879669018658	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_250708.1	PA2018	pseu	K18138	0.43958127238104616	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_253065.1	PA4375	pseu	K18138	0.35653800554065107	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
YP_001085678.1	A1S_2660	aci	K18138	0.6149580941073793	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
YP_001085751.1	A1S_2736	aci	K18138	0.07971164463184266	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
YP_001085826.1	A1S_2818	aci	K18138	-0.43485124561568256	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_004147373.1	acrB	kleb	K18138	-1.1535424624974127	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_004150242.1	eefB	kleb	K18138	2.7053276270867963	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
HUB_map03010	Ribosome	pathway_hub	map03010		no	pathway_hub	Ribosome
HUB_map00550	Peptidoglycan biosynthesis	pathway_hub	map00550		no	pathway_hub	Peptidoglycan biosynthesis
HUB_map01503	Cationic antimicrobial peptide (CAMP) resistance	pathway_hub	map01503		no	pathway_hub	Cationic antimicrobial peptide (CAMP) resistance
HUB_map00790	Folate biosynthesis	pathway_hub	map00790		no	pathway_hub	Folate biosynthesis
HUB_map00970	Aminoacyl-tRNA biosynthesis	pathway_hub	map00970		no	pathway_hub	Aminoacyl-tRNA biosynthesis
